mpid,d_center,E_CO
mp-1418,7.425684659716785,-1.81024966
mp-380,-3.905908786,-0.0385779
mp-317,8.887503895,-1.56948328
mp-34982,1.1451335551022537,-0.10308471
mp-1025340,1.353350288741074,-2.05532106
mp-669720,10.334214588950184,-1.43251342
mp-1025229,7.221994937810867,0.13349288000000037
mp-21117,5.134700637208322,0.6790601299999981
mp-7577,8.716682399311344,-0.2947115
mp-542496,-0.616457085,-0.24953797
mp-372,6.8324534790355855,-0.77385215
mp-1025044,12.714243724611386,-0.35244744
mp-569558,3.069585068623915,-0.11590417
mp-16564,0.9200561387522894,-0.01322501
mp-1017983,16.042199552177124,-1.66271634
mp-1018179,3.1303032835146998,-0.0543067
mp-580234,6.386942761306933,-1.55025638
mp-610,5.424613681124364,-1.51349049
mp-875,9.420374051194873,-0.93541233
mp-10394,6.419856121976528,-1.83610204
mp-641526,10.05806159198456,-2.33574641
mp-9040,-0.134992782,-0.29471324
mp-10201,8.129523757633732,-1.62283474
mp-863724,5.836601588292164,-0.89197119
mp-31160,-1.956280442,-0.33836813
mp-2678,7.9094220064296765,-0.61135716
mp-3345,3.7683810746728157,0.014990620000000732
mp-30379,0.9451911413543442,0.32382216999999436
mp-2260,7.5568063189699854,-1.66152888
mp-34467,-2.198176487,-0.04158716
mp-867317,7.63374951,-0.33020375
mp-971751,6.945795178893624,-1.12962607
mp-640159,10.303431622028423,-0.34563724
mp-15649,4.7843449296398735,-1.49381875
mp-2379,8.062165742021195,-1.32781471
mp-22790,6.326614267807883,-1.94655984
mp-13464,7.565905374624008,-0.06482601
mp-11513,7.5484713940374935,-1.17812007
mp-977110,5.233648195,-1.2324102
mp-16358,4.8057471123246955,0.5404787600000223
mp-31337,5.737115671239783,-1.20111571
mp-865730,4.915098312181131,-1.28040974
mp-16608,8.472133671003359,-2.60344669
mp-845,5.997881497583566,-0.66986142
mp-22612,1.8649449697806906,0.00036453
mp-21318,7.572033986916856,-1.21392325
mp-867306,7.4748515001651805,0.020300049999997682
mp-2776,0.5005713711813047,0.02633607
mp-11190,10.486704663594601,-0.37599099
mp-755,7.360573371514679,-1.43064253
mp-31277,8.017621481818043,-1.25307144
mp-22239,5.206116367980189,-1.56575757
mp-542106,5.395480069612259,-0.41844409
mp-146,13.432777989212916,-0.90891387
mp-1235,9.613513377242503,-1.6514322
mp-29570,0.18564479088446575,0.03364639
mp-865342,2.3959887183631405,-1.43165642
mp-571103,1.0112374016549492,0.00716137
mp-972048,-0.202925387,-1.96828619
mp-30662,2.6819230740432376,-0.88008369
mp-1025067,8.034103205087405,-2.08709717
mp-22469,13.316081073548029,-1.97952097
mp-20757,5.743190552166528,-0.14304168
mp-4842,-0.998166931,1.0186941399999885
mp-862695,14.091201143514139,0.02598241
mp-1393,4.488406129388284,0.10837770000000013
mp-2291,7.471288560898394,-1.09429762
mp-16960,6.611169094842067,-1.83439611
mp-952,6.836286473851071,-1.27693312
mp-1851,5.940201358284849,-1.08253141
mp-864989,11.316800618113122,-2.3015753
mp-627439,6.382808656227147,-0.84628679
mp-604908,6.572495237,-2.13629486
mp-636368,5.489458143764771,-2.21454194
mp-972396,9.637242071872375,-1.67303996
mp-15805,4.300323008339067,-1.97600609
mp-1380,0.7880291895529647,-1.13105852
mp-22631,5.713418676627778,-1.73650173
mp-4441,2.356121264305357,-0.96627075
mp-75,11.305074974368084,-1.04285313
mp-862798,10.063942033195344,-0.74831812
mp-16522,3.5814633567405387,-0.53618129
mp-10711,10.484260106884816,-0.25140837
mp-5190,-2.78544576,-0.00551265
mp-672371,9.655442317,-0.01587776
mp-21342,8.838461065511146,-2.15693492
mp-2668,15.930823543817937,-1.70465869
mp-101,15.069987186126655,-2.15277357
mp-2018,6.718585425384028,-0.44281571
mp-11958,4.302154526365562,0.06710771
mp-1025222,2.2854948699455093,-1.12068406
mp-542454,8.121710121923087,-1.16755418
mp-12524,10.900532679566984,-0.27102352
mp-21012,8.696617090931394,-1.55151776
mp-1648,9.053799303411408,-0.24543405
mp-1007664,5.731570119377044,-1.46357371
mp-9398,10.219168415816496,-1.28024828
mp-19876,14.323934013754481,-1.40066646
mp-10883,7.376053708971856,-1.74174927
mp-10032,5.874663319155242,0.10101168999998755
mp-20838,6.028219673362734,-0.46306066
mp-10824,-0.943426049,-0.61088882
mp-973839,5.320598802088435,-0.85862444
mp-604647,8.380712089134644,0.14999637000000554
mp-30352,-1.623239897,-0.01228766
mp-8939,10.151606670252079,0.09068973
mp-10849,2.4523111391909875,-0.83674438
mp-2409,11.586972105917301,-1.53741752
mp-505510,5.276091585728634,-0.92400359
mp-865729,2.320501976010157,-0.3987323
mp-862791,8.220260380521294,-1.11185261
mp-20868,6.7257104510751855,-0.60192237
mp-15659,6.653976945729471,-1.67456105
mp-2008,6.139498654410113,-1.44683537
mp-22079,5.6983603794062025,-0.88451686
mp-865989,14.703432833484353,0.04971216
mp-5910,3.000157849018278,-0.39312774
mp-1068,4.119772480617733,-0.08420686
mp-20738,9.265687877135909,-0.7581957
mp-20791,11.618678754036326,-2.17637944
mp-5486,3.6406143267285898,-0.54514092
mp-632686,10.269245474421263,-1.93930331
mp-766,5.699170049889592,-1.4312556
mp-550,7.5273839209732785,-0.31022914
mp-10281,-1.795476717,-0.04481719
mp-977361,17.971311014309254,-1.81309568
mp-862589,7.909699009744302,-0.08837306
mp-4152,0.844534589,-0.00249262
mp-2793,8.070642591317249,-0.01232726
mp-30418,3.5413777848400905,0.22055398000000004
mp-11809,10.714870710546288,-1.2620028
mp-1017531,7.159540199776935,-1.56818952
mp-1018029,5.208393586836066,-1.32288435
mp-644311,7.484673601,-1.12507173
mp-867775,12.284868059480557,-0.55384325
mp-21885,5.187299723858785,-0.237443
mp-1275,9.319954586,-1.88185737
mp-1885,11.029601948449644,-0.07295446
mp-423,3.8431943186459354,-0.54260664
mp-1001836,6.815508473057705,-1.68368062
mp-974455,9.224520069424116,-1.57322465
mp-1008530,11.77142797713378,-1.93007961
mp-1387,7.374721018415505,-1.39871894
mp-16526,6.060199178623138,-1.26000287
mp-2634,9.422032152251836,-1.13161025
mp-30745,8.127582375,-1.17830524
mp-985806,10.011372386904332,-0.75223588
mp-11507,13.297266480986396,-1.52000722
mp-16488,7.735563673329956,-0.88875317
mp-11834,6.817043670818832,-1.07953565
mp-557274,4.243183209982693,0.015259429999995078
mp-22146,6.643806232776644,-0.89612392
mp-17691,3.6931611731060183,0.17520185999999605
mp-862715,10.61332197999223,-0.97749038
mp-10884,6.182125219461272,-0.40234376
mp-505341,11.403090214690106,-1.66251687
mp-1502,4.4186143825619135,-0.10525673
mp-5238,2.9068554035081005,-0.00940684
mp-738,2.3955921457883833,-0.11066787
mp-1652,2.058260889,-0.57236071
mp-865082,2.1805924109010224,-0.32219796
mp-11523,9.841225122294228,-0.5960727
mp-571054,5.938441106157669,-1.24057072
mp-1025331,-0.059965346,-0.0331702
mp-2408,4.727377165082966,-1.0068786
mp-20466,8.899597830456486,-1.7478918
mp-571033,5.152408719902508,0.11108910999999644
mp-1842,9.044845905,-0.36561275
mp-973402,6.334867129,-1.00904999
mp-810,8.392026178,-1.02048753
mp-22053,2.7196409486939723,0.037267489999999626
mp-866037,17.57899359475924,-1.81288037
mp-866296,6.599560004268799,-0.78894588
mp-866284,14.157467287467266,-1.95135535
mp-2644,8.072743867095314,-1.67478162
mp-974326,9.354384356632902,-1.77877353
mp-10223,0.9097636006666435,-0.19359107
mp-1025324,7.506432871122688,-1.59681334
mp-15685,0.6878001565561799,-0.60086337
mp-31467,5.439949659555221,-0.75731343
mp-1018948,8.416208363,-1.94847747
mp-980665,5.864477798985103,-1.00010982
mp-28987,1.394019113292315,-1.37810981
mp-32758,1.240114965699665,-0.43862967
mp-24726,9.369117544720902,-0.05357387
mp-2369,5.534030779262255,-0.14975669
mp-30343,1.6371155575999599,0.10158307999999927
mp-865462,13.837406333338487,-1.54281669
mp-542614,10.54095811255764,-1.17792201
mp-1869,3.510691249847148,-0.83878107
mp-754629,1.3449479534071218,0.00664024
mp-32868,-0.061430534,-0.24020932
mp-558055,3.8284528053001585,-0.61839222
mp-865362,4.994925979491106,-1.75442263
mp-636498,8.043689503254937,-2.04916756
mp-20465,3.0368324825471444,-0.40543532
mp-21385,8.040954930894047,-1.44335966
mp-865786,5.193385059605415,-1.03659345
mp-1025370,9.878070745342852,-1.3569343
mp-19974,2.311166431376666,0.05908642
mp-864623,4.164465900967421,-0.10672991
mp-11798,12.230898400451032,-1.57534405
mp-636334,9.911583933625346,-2.07026563
mp-11959,6.038278068,-0.27121528
mp-16514,8.342390178,-1.32354572
mp-7565,8.545802458955166,-1.83295201
mp-20545,3.5860004933994913,0.016293739999996504
mp-864844,4.052607668389875,-1.73854839
mp-510437,5.311484573845984,-0.6559505
mp-30673,7.5928917,-0.40716506
mp-1099,5.5134073762821805,-1.41372405
mp-22040,8.053185646326973,0.4607722900000031
mp-12674,4.874559275488457,-2.04493429
mp-1128,7.770234451742101,-1.7735818
mp-259,8.761995787966361,-1.28627762
mp-20714,7.9745473331108805,-2.06862922
mp-21476,12.191030863930381,-0.21322573
mp-8182,4.438493358852734,-0.9623878
mp-30875,8.951133915674257,-1.03974125
mp-974430,9.973164239,-1.5163928
mp-5350,-3.222918756,-0.02666975
mp-30671,6.8321448406233225,-1.15014148
mp-2454,6.1141886060525765,-1.99904314
mp-862485,16.819798299505006,-1.58051186
mp-30595,7.653486474927366,-1.88048999
mp-972069,9.405235678696767,-1.27978388
mp-865045,9.194518243793214,-1.59200872
mp-11152,5.331938766590452,-0.80313977
mp-1025306,7.322798569182247,-1.39329176
mp-12777,5.777391465814344,-0.15805811
mp-2845,5.634679477834727,0.28485151000001885
mp-580357,5.167232943267733,-0.36709828
mp-7948,8.822164827,-0.74194191
mp-697068,4.995694521870115,0.56171231
mp-571163,17.575179708022358,-1.34024741
mp-5498,3.506795812114165,-0.31829955
mp-862621,5.260003952450316,-0.25762782
mp-985805,1.6998212236614159,-0.11716212
mp-1953,9.714186266888994,-0.91291603
mp-31152,2.204269152987817,-1.12959688
mp-680677,9.817405660025589,-2.35181652
mp-505531,3.7803056187236144,-2.16101001
mp-818,8.918513031117769,-1.25175509
mp-742,7.067884134813937,-2.16568633
mp-676349,1.4069779782562848,-0.01381954
mp-1371,6.441285202,0.2104549499999937
mp-971827,4.743423459074909,-0.65734253
mp-5702,4.011844584342957,0.00999769
mp-975079,2.522252335988263,-0.03039768
mp-1973,7.233952176,-1.47571934
mp-22585,6.282564733,-1.8537746
mp-982871,4.308261346630358,-0.11986268
mp-1620,11.546698024887114,-1.77419148
mp-568607,8.542309469227249,-0.3877356
mp-2090,8.193096285,-2.0352983
mp-567703,6.646217572366018,-1.19710523
mp-21220,6.2500415390439965,-0.51432284
mp-18567,-2.515609016,-0.33520675
mp-30472,3.6650537743399463,-0.68377095
mp-316,7.657715608,-1.63716085
mp-630875,2.198256537935336,0.034357989999998395
mp-196,7.609725174894176,-0.51894731
mp-19800,12.214788525194903,-1.64046386
mp-9951,6.181604729459334,0.5406335400000106
mp-863744,2.332268924108716,-0.38986906
mp-20612,7.329320282660209,-2.44208354
mp-31153,2.6180801112320773,-0.93182779
mp-2207,3.856807680754895,-0.34913328
mp-22095,3.4533936012978868,-0.37915362
mp-570689,4.655741382837805,-0.92184542
mp-21359,7.905708354145965,-1.49175799
mp-2455,5.824637218699614,-1.75292206
mp-672326,8.135833055195883,-2.18147436
mp-729,8.641532866458936,-1.68747815
mp-22646,5.4628041653806365,-0.48100026
mp-1018151,4.650590392208382,-1.23204344
mp-5621,2.0063334922406635,-1.14528236
mp-1231,7.0104830229351265,-1.66901189
mp-22787,15.286741915560082,-1.71016546
mp-849086,3.803367639489271,-0.38155394
mp-867308,6.0603829218060605,-0.47266978
mp-16481,5.096953986013117,-0.17753074
mp-1337,8.616318524072565,-0.684078
mp-20662,7.050290062965643,0.1442858499999975
mp-20586,8.184675219932835,-1.76911666
mp-676828,1.3067210050760159,-0.44962075
mp-35869,10.38845598,-1.04661067
mp-510099,3.7224910765332715,-0.06806261
mp-867854,3.466159636601256,-0.37150527
mp-899,9.474147071193313,-0.89125226
mp-34289,5.958358953922981,-2.87847043
mp-568711,4.996807225569457,-0.71603204
mp-31171,-0.599476126,0.20069832999999626
mp-1019077,9.111027007874252,-1.28470937
mp-560025,1.0682316692814315,-0.18429168
mp-1007855,19.269325514679508,-1.61248513
mp-1082,8.441368581963756,-1.58995534
mp-11811,0.067866662,-0.37601685
mp-555843,0.1483109304968417,-0.02012657
mp-21096,3.5531136926008458,-1.30469407
mp-16259,4.420293656415669,-0.16810497
mp-10675,8.355411218629209,-0.88045689
mp-12608,5.722412130991531,-1.48232305
mp-555,18.37776058771364,-1.80940339
mp-12137,-1.80725208,-1.10544311
mp-2786,-4.395217695,-0.42693673
mp-2705,6.224454272428995,-1.13190024
mp-7433,2.2300255546313816,-0.12289223
mp-5436,7.757353557375798,-1.86382688
mp-568671,11.040257685809467,-0.88890899
mp-20456,5.988647158876982,-1.17736465
mp-446,6.6222835414184855,-1.72552099
mp-12759,0.9380619640750752,-0.06985205
mp-1543,5.668101942207618,-1.06838183
mp-20828,7.144717038,-1.31848262
mp-7226,6.781706936,-1.5317566
mp-30424,-1.542901893,0.36965811999999865
mp-867326,11.992143241882149,0.05756717
mp-865798,5.237391308473138,-0.21352039
mp-2979,0.30145188756920377,-0.05147316
mp-1018129,6.525007387642928,-1.42107239
mp-16770,-0.525081712,-0.18321387
mp-20887,9.886468669918886,-1.19404681
mp-1912,-0.275349226,0.057938460000004355
mp-753490,8.721147258945226,-0.83806476
mp-867125,13.051135155607634,-0.85842681
mp-623066,6.019830980852697,-1.6649655
mp-863709,12.124276723029057,-1.40468408
mp-510439,6.478893948864378,-1.08232199
mp-1024047,-3.53178685,-0.07226285
mp-861960,3.8804913228512183,0.11618696999999933
mp-754954,-0.613986306,-0.15030577
mp-10878,7.228981681286794,-0.29856405
mp-973834,5.350613746049816,-0.84858559
mp-976765,1.4454439483977535,-0.04172418
mp-16521,8.862141993,-0.09172924
mp-628643,3.0394630603787443,0.4807542900000019
mp-11621,2.901230930325921,-1.47924869
mp-1645,6.361218772635459,-0.3690006
mp-12595,7.697909088220323,-1.57541258
mp-1019080,6.142586073955199,-0.80696721
mp-448,7.377976988,-0.5369057
mp-1018802,4.832102373,-1.48230937
mp-984714,-0.302055922,-0.034389
mp-21371,7.498123734811174,-2.06741158
mp-20108,4.932333867391578,-0.4035295
mp-15614,3.3988028695589394,-0.58031121
mp-1490,3.1112367256156483,-0.15178037
mp-30599,10.413351680818401,-1.98190306
mp-22602,2.093353515125294,-0.1284275
mp-568925,10.977419521921584,-1.31170898
mp-867865,7.724799510263225,-0.79582805
mp-1025870,2.7087735749728576,-0.00828515
mp-22211,8.446477004944715,-1.19297465
mp-1025322,6.444913057595697,-1.19591639
mp-862655,9.446110493,-1.69020945
mp-19747,5.857326099246341,-0.6597475
mp-20536,8.297209216663292,-1.63539728
mp-19746,6.746835590937551,0.95522045
mp-54,7.8021681024904455,-1.78410889
mp-1775,3.0591417253951443,-0.05930007
mp-20378,1.4126905340810474,-0.37626653
mp-7878,-0.736511513,0.09739465
mp-978532,9.369207188141395,-1.57675949
mp-4771,6.473998173121554,-0.54429556
mp-839,5.540720624725749,-0.98795728
mp-1317,7.401047632927539,-1.53034162
mp-945,8.706479664969685,-0.46283777
mp-675626,1.6449263440418296,0.00240693
mp-20395,9.034793703660243,-1.35384587
mp-828,9.328694560333743,-1.33540402
mp-32669,1.0578329441297918,-0.00703729
mp-1025748,2.6801491669766215,-0.0285147
mp-2733,10.534086505336475,-0.55494785
mp-505229,8.313472615700201,-0.38205413
mp-862256,9.059595387,-0.93485444
mp-22717,3.927443523060535,-0.29278949
mp-2302,6.6392719772967945,-1.69632075
mp-1949,8.490489440283493,-2.01104751
mp-571486,2.4937311477334974,-0.36878828
mp-30337,8.538917653515286,-2.01636109
mp-864794,2.4383491215995834,-0.07099351
mp-510380,5.440915098033618,-1.91250072
mp-862604,8.936222389845815,-1.22402362
mp-639659,7.090770711955653,-1.09654284
mp-579544,2.9602668155806104,-0.43282684
mp-998,4.6315347055891465,-0.30717674
mp-862586,7.070221648294277,-0.53819765
mp-1018028,10.044750695037044,0.10995258000000696
mp-8976,1.917188147748829,-1.52807375
mp-10910,8.126149628,-2.03665861
mp-2480,7.908838222079791,-2.16101442
mp-2767,8.053562332070575,-0.3092865
mp-11957,6.112904125435287,-0.32804364
mp-11359,16.509213337922546,-0.1682463
mp-2128,6.319699890639104,-0.00599318
mp-1299,5.733672909652455,-1.25543116
mp-979910,17.382998752546413,-1.70647174
mp-862691,15.144666993449468,-2.22077604
mp-20683,4.455791142914361,-0.58760022
mp-570875,6.285768110598891,-2.47102044
mp-10904,6.0925018686990215,-0.26980982
mp-19722,3.6462772965544823,0.012184480000010822
mp-1501,7.731024774238644,-0.68082002
mp-33,9.390647367848992,-1.77930249
mp-16523,5.982344971921655,-0.8016228
mp-8818,-3.406272536,-0.46258408
mp-2647,1.8596503698429294,-1.03832923
mp-570769,4.718185173458279,-0.91022619
mp-1077935,7.395055503256538,-0.60865052
mp-999502,7.902469426796697,-1.55748872
mp-2695,7.611154182,-0.49000515
mp-11522,9.792815195028192,-1.296214
mp-29661,6.495846430241321,-1.26534231
mp-639789,8.860175732834003,-1.55957127
mp-1251,8.366648528544522,-1.50376173
mp-17625,3.0551554120891447,-0.89170055
mp-1009581,3.6728089947353983,-0.67893036
mp-21469,8.135945019424641,-1.29272751
mp-505628,7.950929808607414,-1.53650011
mp-1025293,4.188162642154115,-1.40881588
mp-1555,9.171866878264964,-1.8894208
mp-867780,16.833259829092185,-0.38991171
mp-973342,9.159473555178062,0.30807588999997826
mp-20559,5.940396040676505,-1.93674219
mp-641509,11.106137557231405,-1.68795579
mp-760381,14.567666169074982,-1.27988762
mp-30923,5.739510501606806,-1.63512081
mp-961653,14.338544746075879,-1.31570379
mp-556916,0.017183828991381135,-0.12518259
mp-2395,5.960597146692749,-0.905343
mp-1017532,17.98832855382775,-0.76650221
mp-583,6.239469131570435,-0.91804195
mp-1022721,19.50463735090729,0.2070592
mp-7189,4.832274119106661,-0.23527081
mp-590,6.502048473515904,-1.30227521
mp-867878,14.896718891541722,0.27285488999999963
mp-4259,3.9372650314394724,-0.28788951
mp-21459,0.9327029854091099,-0.037129
mp-5342,-0.00249995,0.00178898
mp-189,9.000701303056738,-1.86195523
mp-976326,2.6138346307194986,-0.20696252
mp-1018807,4.237188162489969,-0.01319181
mp-5725,0.8168155072853026,-0.00796734
mp-30663,5.181631522708566,-0.70498998
mp-22478,4.526188197015727,0.37010702999999445
mp-579496,5.614453657034249,-1.3990721
mp-12802,5.798501014573034,-0.76818805
mp-862694,13.676393694233276,-0.10429141
mp-21400,3.220807422668736,-0.65709359
mp-30483,-4.568851998,-0.47613823
mp-7883,0.3575639034884721,0.028591230000005297
mp-570879,3.5084255615989113,-0.87167877
mp-1734,-3.476230883,-0.25135385
mp-8016,2.4872268419994055,-0.42852098
mp-11407,5.968354436412872,-0.98389547
mp-542953,0.603874966,-0.07199323
mp-971836,6.677675726,-2.47635424
mp-20257,5.505247248616443,-1.13047666
mp-12464,5.0140963939167955,0.47559098000000155
mp-12067,9.501082165945798,-0.40250407
mp-1573,5.125976213807969,-0.62238637
mp-1018672,5.394523097378512,-1.0423378
mp-1118,11.70283630772974,-1.13821912
mp-1018123,3.8666888384918843,-1.06580031
mp-10895,7.9772596167492305,-3.04107913
mp-571034,5.671208810031314,-0.31092086
mp-10260,9.560025697,-1.64966237
mp-505511,5.630357454355149,-1.24937852
mp-10371,6.415277957347634,-1.34268125
mp-321,7.2834726679990744,-1.58026042
mp-20685,7.393420187124649,-1.66148676
mp-642659,8.813364942,0.03098172
mp-568866,-3.877612301,-0.16182942
mp-21296,5.988360835441658,-1.05244777
mp-571262,4.033691934149832,-2.79405901
mp-672204,5.0927097449128755,-2.08215615
mp-12594,9.545997448522227,-1.2549986
mp-571039,2.2732480133746464,-0.44757594
mp-18614,6.781611885708701,-1.5942534
mp-605485,3.910666874577906,-0.00970349
mp-30550,2.9858516155691697,-0.33648472
mp-9634,-1.55763641,-2.05758957
mp-4979,3.6979040551364455,-0.4519624
mp-30471,1.4100548468247347,-0.92476508
mp-3574,5.583733374778487,-1.06436255
mp-753890,7.792436554224087,-1.48888426
mp-17413,8.358143475,-1.33513264
mp-988996,9.118692969722334,-1.86382192
mp-2030,7.428474982194337,-1.42364552
mp-30593,15.872907486108462,-0.47970527
mp-72,6.899380011111231,-2.58475482
mp-11481,9.253973018,-2.00306168
mp-14091,1.1632275439122155,-0.0111429
mp-4840,2.203182845395476,-0.02016331
mp-867330,12.602143142195928,-1.26999547
mp-15683,6.286623610129249,-3.62091639
mp-27953,9.225289263491858,-0.69308699
mp-604910,5.526268134355595,-1.28746811
mp-9942,6.461050798808546,-0.42345128
mp-292,8.376148013504647,-1.71891408
mp-1434,4.6939777491418155,-1.36932503
mp-3927,0.2781739710069218,-0.513039
mp-7188,9.083636862,-2.39936515
mp-22568,6.854074386340649,-2.33640581
mp-11397,5.094135601681137,-0.38163407
mp-980109,4.111512178732234,-0.19708624
mp-30658,7.476756138,-1.41307725
mp-208,5.568533849596532,-1.96316322
mp-2418,1.1027704105478224,-0.01636545
mp-4120,2.2070694093633847,-1.31701426
mp-12086,5.868432601912134,-1.36471278
mp-1025366,7.7122193065000255,-1.78627416
mp-31158,5.435455787014289,-0.18701647
mp-10899,7.962691240873139,-0.48942263
mp-1922,7.995960393219658,-1.59367049
mp-570483,10.767196696547318,-0.82613337
mp-1115,0.8375264761668599,-1.70765195
mp-974376,17.460573938531233,-1.38792055
mp-642644,7.554872748402241,-1.3870067
mp-9538,0.1916361050431384,-0.25965713
mp-10877,5.675212801024949,-0.26218944
mp-30846,7.711300942990915,-1.34086908
mp-126,12.865411157543683,-1.70181024
mp-19870,5.066607563,0.05934449
mp-20112,9.571496343,-1.64667587
mp-998985,5.4163190975965145,0.013146080000021598
mp-22784,8.602192897932351,-1.06003137